Created on,"29th May 2021, updated on 28/4/2024, 10/6/2024"
Created by,TINDAKMALAYSIA NETWORK SERVICES PLT (TINDAK MALAYSIA)
Sources,"Laporan Pilihanraya Umum Malaysia 1986, Suruhanjaya Pilihanraya Malaysia (EC), Government Gazetter 31/7/1986, New Straits Times 5 August 1986, Tindak Malaysia Github. For specific Parliamentarian Candidate background details, refer to 1986_Other_Sources_Parliament_File"
Disclaimers,"EC produced conflicting values of the total electorate for contested constituencies (6791446), total ballot issued (4752006), total rejected votes (126734), and total valid votes (4625272). EC undercounted the total votes of NASMA (10360). New Straits Times 5 August 1986 claims there were only four SNAP and five PBDS candidates. New Straits Times 2 August 1986 states that there are five SNAP candidates. Star 10 August 1986 states there are two HAMIM candidates while New Straits Times 5 August 1986 states there is only one HAMIM candidate. MCA classification for Petaling Jaya requires more verification. EC had a contradictory value of 55416 as the total electorate for Batu Pahat. EC placed a contradictory value on the total electorate of contested constituencies in Johor (767930). EC missed out on placing a Lost deposit status for the PAS candidate (Pontian). Sex categories for Chinese candidates are largely backed up with evidence but caution must be exercised due to certain data limitations. Refer to 1986_PARLIAMENT_CANDIDATE_NOTES for information about the sex category information. EC may have misspelled the PBB Candidate of Samarahan. PAS created the Harakah Keadilan Rakyat Coalition which includes PAS, PRM, Nasma, and SDP however SDP of Perak and Johor chapters pulled out from the Coalition. Constituency Spelling follows the 1984 Peninsular Malaysia EC Map, 1984 Sabah EC Map, and 1977 Sarawak EC Map (with the exception of not following of erroneous spelling of Kanawit). Postal Vote Statistics is derived from Laporan Pilihanraya Umum Malaysia 1986, Suruhanjaya Pilihanraya Malaysia. TindakMalaysia Network Services PLT is not responsible for any errors or omissions arising from the original data or its derivatives"
,
Parliamentary Seats with contradictory names,
EC Election Report (1986),EC Map
JERLUN/LANGKAWI,JERLUN - LANGKAWI
KULIM/BANDAR BAHARU,KULIM - BANDAR BAHARU
PUCUNG,PUCHONG
,
Attribute,
,
FIELD NAME,FIELD DESCRIPTION
UNIQUE CODE,"Unique Identifier. For this case, it is the Parliamentary Code"
STATE,State Name
PARLIAMENTARY CONSTITUENCY CODE,"Parliamentary Constituency Code (for Peninsular Malaysia and Sabah, 1984 - 1994, for Sarawak 1977 - 1987)"
PARLIAMENTARY CONSTITUENCY NAME,"Parliamentary Constituency Name (for Peninsular Malaysia and Sabah, 1984 - 1994, for Sarawak 1977 - 1987)"
WINNING PARTY,Party/Coalition (with Component Party) who won the seat
UNCONTESTED VICTORY,"Indicator if there was one contestant for the said election. If yes, value Y is affixed. If none, it is left blank"
TOTAL ELECTORATE,"Total Elector count using 1986 Elections Electoral Roll which was based on the revised Electoral roll of 1985 revised up to 28th November 1985 and certified on 2nd February 1986 (Peninsular Malaysia). For Sabah, Sarawak and Labuan, the electoral roll of 1985 which was based on the Electoral roll of 1985 revised up to 4th November 1985 and ceritfied on 2nd February 1986."
WINNING MAJORITY,The difference between the highest valid votes and second highest valid votes
TURNOUT (%),Proportion of Total Ballots Issued as a share of Total Electorate
TOTAL BALLOTS ISSUED,Total number of ballot papers issued at the poll
TOTAL REJECTED VOTES,Total number of rejected ballot papers
TOTAL VALID VOTES,Total number of votes by electors
BN,Barisan Nasional (BN) Component Party
BN CANDIDATE,Barisan Nasional Candidate Name as per the Government Gazette
BN CANDIDATE SEX,Male/Female Classification
BN CANDIDATE AGE,Age of Barisan Nasional Candidate
BN VOTE,Barisan Nasional Valid Vote for the Candidate
BN CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank"
PAS,Parti Islam Se-Malaysia (PAS)
PAS CANDIDATE,PAS Candidate Name as per the Government Gazette
PAS CANDIDATE SEX,Male/Female Classification
PAS CANDIDATE AGE,Age of PAS Candidate
PAS VOTE,PAS Valid Vote for the Candidate
PAS CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank"
DAP,Democratic Action Party (DAP) Name
DAP CANDIDATE,DAP Candidate Name as per the Government Gazette
DAP CANDIDATE SEX,Male/Female Classification
DAP CANDIDATE AGE,Age of Party Candidate
DAP VOTE,Party Valid Vote for the DAP Candidate
DAP CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank"
OTHER PARTY (1),Other Party
OTHER PARTY (1) CANDIDATE,Other Party Candidate Name as per the Government Gazette
OTHER PARTY (1) CANDIDATE SEX,Male/Female Classification
OTHER PARTY (1) CANDIDATE AGE,Age of Other Party Candidate
OTHER PARTY (1) VOTE,Other Party Candidate Valid Vote
OTHER PARTY (1) CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank"
OTHER PARTY (2),Other Party
