Created on,6th January 2024 updated on 15/4/2024
Created by,TINDAKMALAYSIA NETWORK SERVICES PLT (TINDAK MALAYSIA)
Sources,"Penyata Pilihan Raya Umum (Dewan Rakyat  dan Dewan Undangan Negeri), Tahun 1982, Suruhanjaya Pilihan Raya, Mauzy, New Straits Times 7th April 1982, Diane K. “The 1982 General Elections in Malaysia: A Mandate for Change?” Asian Survey, vol. 23, no. 4, 1983, pp. 497–517. JSTOR, https://doi.org/10.2307/2644235. Accessed 6 Jan. 2024., http://archive.ipu.org/parline-e/reports/arc/MALAYSIA_1982_E.PDF. For specific Parliamentarian Candidate background details, refer to 1982_Other_Sources_Parliament_File"
Disclaimers,"According to Diane K Mauzy publication, there are two Berjasa Candidates. According to New Straits Times 7th April 1982, only BERJASA candidate was allocated for Parliamentary level. We took the view of Diane K. Mauzy's data point as the correct count for Berjasa. EC has conflicting information whether the candidate SHAHARUDDIN BIN DAHALAN as PEKEMAS or PSRM.Majority of candidate sex background is backed up with evidences however the accuracy may dip for Chinese descent candidates. Constituency Spelling follows the 1974 Peninsular Malaysia Redelineation Report, 1974 Sabah Redelineation Report and 1977 Sarawak Redelineation Report. Postal Vote Statistics is derived from Penyata Pilihan Raya Umum (Dewan Rakyat dan Dewan Undangan Negeri, Tahun 1982, Suruhanjaya Pilihan Raya. TindakMalaysia Network Services PLT is not responsible for any errors or ommissions arising from the original data or its derivatives"
,
Attribute,
,
FIELD NAME,FIELD DESCRIPTION
UNIQUE CODE,"Unique Identifier. For this case, it is the Parliamentary Code"
STATE,State Name
PARLIAMENTARY CODE,Parliamentary Constituency Code
PARLIAMENTARY NAME,Parliamentary Constituency Name
WINNING PARTY,Party/Coalition (with Component Party) who won the seat
UNCONTESTED VICTORY,"Indicator if there was one contestant for the said election. If yes, value Y is affixed. If none, it is left blank"
TOTAL ELECTORATE,Total Elector count using 1982 Elections Electoral Roll
WINNING MAJORITY,The difference between the highest valid votes and second highest valid votes
TURNOUT (%),Proportion of Total Ballots Issued as a share of Total Electorate
TOTAL BALLOTS ISSUED,Total number of ballot papers issued at the poll
TOTAL UNRETURNED BALLOTS,Total number of ballot papers issued but not put in the ballot box
TOTAL REJECTED VOTES,Total number of rejected ballot papers
TOTAL VALID VOTES,Total number of votes by electors
BARISAN NASIONAL,Barisan Nasional Component Party
