Created on,6/8/2025,
Created by,TINDAKMALAYSIA NETWORK SERVICES PLT (TINDAK MALAYSIA),
Sources,"Tindak Malaysia (2025), Lapuran Pilihanraya Umum Dewan Undangan Negeri Sarawak 1983, Government Gazette P.U. (B) 645 22/12/1983,  Almanak keputusan pilihan raya umum : Parlimen & Dewan Undangan Negeri, 1959-1999 (Anzagain Sdn Bhd), Iban politics and economic development: Their patterns and change (Jayum Jawan). For more information, please refer to SARAWAK_1983_Other_Sources_DUN_File",
Disclaimers,"There are gaps in the age data for the candidates. SNAP is part of the BN government, but for this election, it is treated as a separate entity. PBDS (breakaway of SNAP)attempted to join BN before the elections but was blocked by a veto from SNAP. SNAP and PBDS contested under their banner and not using the BN banner, Taib Mahmud, then Chief Minister, formulated BN Plus government which includes BN (PBB, SUPP, SNAP) and PBDS. Independents won for this election were aligned to certain political parties (for Bengoh, aligned to PBB, Engkilili and Dudong Independent winners aligned to SUPP and for Tatau, initially contested as independent, later supported PBDS). TindakMalaysia Network Services PLT is not responsible for any errors or omissions arising from the original data or its derivatives.",
,,
DUN Candidates where sex category require more verification,,
INDEPENDENT - CANDLE,BANGIK AK KANDONG,MALE
INDEPENDENT - AEROPLANE,WONG SIE LENG,MALE
INDEPENDENT - TRACTOR,KASA AK. JINGGA,MALE
INDEPENDENT - CANDLE,ENGTINGI AK. MANGGOI,MALE
INDEPENDENT - CLOCK,BALENG AK JINGIN,MALE
INDEPENDENT - KEY,DANSON MILAI AK UNTING,MALE
INDEPENDENT - ROOSTER,ANG EK MENG,MALE
INDEPENDENT - CANDLE,L. PAGAG AK. AGONG,MALE
INDEPENDENT - BICYCLE,JEHEM AK MILOS,MALE
INDEPENDENT - ROOSTER,RAHUN AK DABAK,MALE
INDEPENDENT - FISH,TAN GUEK LIANG,MALE
INDEPENDENT - BOOK,ANDAU AK JAPAR,MALE
INDEPENDENT - UMBRELLA,NEO AK SENEN,MALE
INDEPENDENT - SCISSORS,ENGGAI AK ANTASIN,MALE
INDEPENDENT - CLOCK,BRAYAN ANAK JALANG,MALE
INDEPENDENT - CHAIR,TAWAI AK LALANG,MALE
INDEPENDENT - KEY,NGUI PIEW SENG,MALE
INDEPENDENT - OIL PALM,KUA SINGA HOW,MALE
INDEPENDENT - BUS,JONG TAHI BEE,MALE
INDEPENDENT - UMBRELLA,TEO SIANG HAI,MALE
INDEPENDENT - KEY,LINUS AK. LEMBANG,MALE
INDEPENDENT - CANDLE,TOH TZE BIN @ TOH TZE HUA,MALE
INDEPENDENT - KEY,CHAI MOK SHIN,MALE
INDEPENDENT - ROOSTER,SING CHO NANG,MALE
INDEPENDENT - AEROPLANE,JONG NAM HIN,MALE
,,
Attribute,,
,,
FIELD NAME,FIELD DESCRIPTION,
UNIQUE CODE,Composite between Parliamentary Code and DUN Code (Unique Identifier),
STATE,State Name,
PARLIAMENTARY CONSTITUENCY CODE,Parliamentary Constituency Code (1977 - 1987),
PARLIAMENTARY CONSTITUENCY NAME,Parliamentary Constituency Name (1977 - 1987),
STATE CONSTITUENCY CODE,State Constituency Code (1977 - 1987),
STATE CONSTITUENCY NAME,State Constituency Name (1977 - 1987),
WINNING PARTY,Party/Coalition (with Component Party) who won the seat,
UNCONTESTED VICTORY,"Indicator if there was one contestant for the said election. If yes, value Y is affixed. If none, it is left blank",
TOTAL ELECTORATE,Total Elector count using revised Electoral roll up to 2nd October 1983 and certified on 1st November 1983,
WINNING MAJORITY,The difference between the highest valid votes and second highest valid votes,
TURNOUT (%),Proportion of Total Ballots Issued as a share of Total Electorate,
TOTAL BALLOTS ISSUED,Total number of ballot papers issued at the poll,
TOTAL REJECTED VOTES,Total number of rejected ballot papers,
TOTAL VALID VOTES,Total number of votes by electors,
BN,Barisan Nasional Component Party,
BN CANDIDATE,Barisan Nasional Candidate Name,
BN CANDIDATE SEX,Male/Female Classification,
BN CANDIDATE AGE,Age of Barisan Nasional Candidate,
BN VOTE,Barisan Nasional Valid Vote for the Candidate,
BN CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank",
SNAP,Sarawak National Party,
SNAP CANDIDATE,Sarawak National Party Candidate Name,
SNAP CANDIDATE SEX,Male/Female Classification,
SNAP CANDIDATE AGE,Age of Sarawak National Party Candidate,
SNAP VOTE,Sarawak National Party Valid Vote for the Candidate,
SNAP CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank",
PBDS,Parti Bansa Dayak Sarawak,
PBDS CANDIDATE,Parti Bansa Dayak Sarawak Candidate Name,
PBDS CANDIDATE SEX,Male/Female Classification,
PBDS CANDIDATE AGE,Age of Parti Bansa Dayak Sarawak Candidate,
PBDS VOTE,Parti Bansa Dayak Sarawak Valid Vote for the Candidate,
PBDS CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank",
OTHER PARTY (1),Other Party,
OTHER PARTY (1) CANDIDATE,Other Party Candidate Name,
OTHER PARTY (1) CANDIDATE SEX,Male/Female Classification,
OTHER PARTY (1) CANDIDATE AGE,Age of Other Party Candidate,
OTHER PARTY (1) VOTE,Other Party Candidate Valid Vote,
OTHER PARTY (1) CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank",
INDEPENDENT (1),Independent with Symbol,
INDEPENDENT (1) CANDIDATE,Independent Candidate Name,
INDEPENDENT (1) CANDIDATE SEX,Male/Female Classification,
INDEPENDENT (1) CANDIDATE AGE,Age of Independent Candidate,
INDEPENDENT (1) VOTE,Independent Valid Vote for the Candidate,
INDEPENDENT (1) CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank",
INDEPENDENT (2),Independent with Symbol,
INDEPENDENT (2) CANDIDATE,Independent Candidate Name,
INDEPENDENT (2) CANDIDATE SEX,Male/Female Classification,
INDEPENDENT (2) CANDIDATE AGE,Age of Independent Candidate,
INDEPENDENT (2) VOTE,Independent Valid Vote for the Candidate,
INDEPENDENT (2) CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank",
