Created on,"2022, updated on 8/5/2023, 1/1/2024, 30/5/2024"
Created by,TINDAKMALAYSIA NETWORK SERVICES PLT (TINDAK MALAYSIA)
Sources,"Penyata pilehanraya-pilehanraya umum parlimen (Dewan Ra'ayat) dan dewan-dewan negeri, tahun 1964 bagi negeri-negeri Tanah Melayu by Election Commission of Malaysia (SPR), Tindak Malaysia (2022), Federal Government Gazette 23rd April 1964 (for names and Independent Symbols), Constituency Code from The Malayan Parliamentary Election of 1964 by K.J. Ratnam & R.S Milne (1967), Coalition Politics in Malaysia (Zakiah Awang, 1983), Straits Budget 1 April 1964, Page 11, The Straits Times 27 April 1964 Page 5,  The Star, Astro Awani, Berita Harian, Today Online, National Library of Singapore, Perdana Foundation Library, Penang Travel Tips, singapore-elections.com. Refer to 1964_Other_Sources_File for more information."
Disclaimers,There may be discrepancies for the age of candidates as there is no official data released for the attribute.There may be a presence for missing data points for age attribute for candidates. There were no elections for Sabah and Sarawak as they were under the period of indirect elections and no constituencies were formed in East Malaysia. TindakMalaysia Network Services PLT is not responsible for any errors or ommissions arising from the original data or its derivatives
,
Attribute,
,
FIELD NAME,FIELD DESCRIPTION
UNIQUE CODE,Parliamentary Code
STATE,State Name
PARLIAMENTARY CONSTITUENCY CODE,"Parliamentary Code (follow the sequence of Penyata pilehanraya-pilehanraya umum parlimen (Dewan Ra'ayat) dan dewan-dewan negeri, tahun 1964 bagi negeri-negeri Tanah Melayu)"
PARLIAMENTARY CONSTITUENCY NAME,"Parliamentary Name (follow the sequence code of Penyata pilehanraya-pilehanraya umum parlimen (Dewan Ra'ayat) dan dewan-dewan negeri, tahun 1964 bagi negeri-negeri Tanah Melayu)"
WINNING PARTY,Party/Coalition (with Component Party) who won the seat
UNCONTESTED VICTORY,"Indicator if there was one contestant for the said election. If yes, value Y is affixed. If none, it is left blank"
TOTAL ELECTORATE,Total Elector Count using 1963 Electoral Roll
WINNING MAJORITY,The difference between the highest valid votes and second highest valid votes
TURNOUT (%),Proportion of Total Ballots Issued as a share of Total Electorate
TOTAL BALLOTS ISSUED,Total number of ballot papers issued at the poll
TOTAL REJECTED VOTES,Total number of rejected ballot papers
TOTAL VALID VOTES,Total number of votes by electors
ALLIANCE,Alliance Component Party
ALLIANCE,Alliance Candidate Name as per the Ballot
ALLIANCE CANDIDATE SEX,Male/Female Classification
ALLIANCE CANDIDATE AGE,Alliance of Barisan Nasional Candidate
ALLIANCE VOTE,Alliance Valid Vote for the Candidate
ALLIANCE CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Loss Deposit' is affixed. If none, it is left blank"
SF,The Malayan People's Socialist Front (SF) Component Party
SF CANDIDATE,The Malayan People's Socialist Front Candidate Name as per the Ballot
SF CANDIDATE SEX,Male/Female Classification
SF CANDIDATE AGE,Age of The Malayan People's Socialist Front Candidate
SF VOTE,The Malayan People's Socialist Front Valid Vote for the Candidate
